HEADING,BODY,CATEGORY
gett|butter|duck,hard|hitter|shikhar|dhawan|depart|quickli|second|time|bowler|beat|remind|us|singh|word|jab|tak|balla|bolta|hai|tab|tak|baat|hoti|hai|cricket|find|routin|shot|dai|appear|fallen|kind|unbalanc|form|fight|ar|ground|return|spectat|area|zero|inn|practic|match|twin|failur|warm|match|might|make|rahul|chanc|partner|vijai|stronger|top|batt|order|expert|analys|therefor|becom|vital|spend|time|middl|order|could|keep|eye|contact|spectat|anymore|continu|stare|real|high|jink|grassi|pitch|underneath|padd|feet|face|opposit|team|fierc|ball|wicket|noth|less|stand|enemi|torrent|bullet|like|war|took|step|forward|wicket|move|closer|ball|wicket|hit|instantli|stumbl|frozen|feet|root|stood|plai|shot|watch|made|us|feel|novic|batsman|gett|feet|creas|sure|would|growl|utter|dismal|failur|bagg|second|repeat|duck|gap|three|dai|disappoint|badli|present|crucial|situat|also|send|complet|desper|fail|get|butter|duck|second|time|much|undoubtedli|emot|apparatu|help|express|feel|silent|thing|go|brain|weighti|posit,SPORTS
cricket|join|polit,write|success|imran|khan|polit|field|rememb|world|cup|win|1992|subcontinent|cricket|must|rejoic|imran|road|pm|post|jemima|goldsmith|divorc|would|first|ladi|pakistan|correct|on|seat|1994|seat|short|major|2018|prove|peopl|huge|support|seem|cricket|indian|sub|contin|would|emerg|like|on|dai|cricket|becom|prime|minist|neighbour|countri|stand|first|intern|cricket|got|elect|prime|minist|notabl|parallel|footbal|gerog|weah|also|recent|elect|liberian|presid|extrem|smart|part|conquer|peopl|heart|year|1992|time|far|cricket|plai|field|elector|battl|stage|wider|usual|cricket|pitch|occas|thought|must|wander|yesteryear|establish|polit|parti|1996|know|urg|polit|life|real|work|convers|subcontin|cricket|peac|would|establish|three|countri|would|friendship|strengthen|cynic|might|sai|destini|lead|pakistan|communist|leader|said|pathan|forget|badshah|khan|also|pathan|take|fresh|initi|bell|cat|first|india|appear|wait|watch|mode|polit|success|definit|impress|cricket|player|india|pakistan|bangladesh,SPORTS
new|excit|bandwagon|avail|indian|plastic|footbal|fan,shock|exit|germani|fifa|2018|world|cup|open|opportun|indian|plastic|footbal|fan|jump|onto|new|bandwagon|real|footbal|fan|gener|firm|choic|bui|win|loss|plastic|footbal|fan|hand|see|edit|tournament|opportun|choos|new|favorit|team|long|establish|tradit|digg|gold|curs|affect|spain|2014|world|cup|saw|million|plastic|footbal|fan|claim|fan|david|villa|beginn|support|germani|last|time|new|bandwagon|made|avail|world|cup|edit|open|opportun|ever|plastic|wide|rang|bandwagon|avail|uruguai|argentina|also|known|messi|team|croatia|portug|also|known|ronaldo|team|spain|mexico|sweden|also|known|ibrahimov|team|choic|avail|till|on|fan|sai|glad|bought|jersei|three|team|germani|chor|bazaar|foresight|paid|mani|bandwagon|jump|anoth|fan|echo|sentiment|thank|god|messi|neymar|ronaldo|jersei|bought|modric|jersei|name|sound|familiar|never|know|on|come|handi|on|fan|laud|flexibl|choic|willing|jump|onto|multipl|bandwagon|alwai|keep|option|open|alwai|support|winner|chang|got|flexibl|quick|jump|abl|dig|gold|report|opportun|see|brazil|bandwagon|avail|sinc|match|yet|take|place|articl|written|on|popular|bandwagon|choic|time|updat|brazil|bandwagon|avail|wee|bandwagon|argentina|portug|spain|mexico|longer|offer|choic|howev|fresh|new|rang|bandwagon|england|russia|franc|grab,SPORTS
sharapova|get|chanc,two|tenni|giant|suppos|face|face|tenni|court|roland|grand|fate|someth|differ|store|on|strong|adversari|opt|game|therebi|pave|wai|open|experienc|player|move|straight|fourth|quarterfin|round|ongo|match|mai|snugli|said|american|player|fan|would|felt|big|displeasur|withdraw|account|arm|injuri|match|serena|disappoint|maria|confid|serena|william|arm|injuri|directli|advantag|struggl|maria|sharapova|game|tenni|pain|exit|french|open|tournament|russian|player|enter|quarterfin|round|match|rule|year|import|tenni|tournament|american|tenni|star|given|solid|opportun|adversari|sharapova|move|ahead|fourth|round|come|assum|maria|transit|token|good|luck|lot|harder|ac|tenni|player|like|hurt|serena|william|stand|spectat|sever|thousand|sudden|choic|suppos|taken|follow|well|consid|plan|even|found|seen|video|sheer|incap|carri|bag|court|grave|pector|injuri|fan|might|take|well|maintain|cool|abl|give|even|sixti|percent|game|admitt|unfortun|seriou|issu|peck|muscl|right|cannot|actual|serv|kind|hard|plai|difficult|pain|beyond|disappoint,SPORTS
youth|plai|kabbadi,need|sell|pakoda|becom|rich|support|wili|politician|time|like|youth|aspir|white|collar|job|strong|bodi|youth|learn|plai|pure|indigen|game|kabbadi|also|fetch|crore|rupe|effici|player|though|game|secur|attent|game|cricket|footbal|golf|tenni|draw|capac|enrich|player|incom|sever|figur|educat|youth|would|qualm|sell|pakoda|roadsid|corner|would|certainli|shy|awai|plai|game|long|breath|requir|stamina|alert|abil|hold|back|gulp|air|fulli|awar|youth|keen|toward|fit|healthi|bodi|ponder|take|deep|interest|kabaddi|order|turn|crorepati|without|much|outlai|time|profession|even|discard|game|like|kabbadi|develop|posit|import|sinc|format|pro|kabbadi|leagu|enhanc|familiar|game|player|acquir|differ|franchis|higher|rate|sixth|season|leagu|remain|mani|six|player|list|high|valu|purchas|list|total|five|indian|player|auction|amount|on|crore|player|surpris|auction|level|caus|happi|secur|futur|monu|goyat|becam|costliest|player|pkl|histori|rahul|chowdhari|remain|second|costliest|player|auction|deepak|hooda|nitin|tomar|rishant|devadiga|other|touch|figur|beyond|on|crore|bidd|war,SPORTS
india|hope|regain|icc|rank,india|relegat|second|spot|icc|on|dai|rank|cricket|fan|nervou|awar|nice|perform|kohli|team|member|although|lost|statu|mere|on|lone|point|yet|player|brew|optim|could|abli|earn|feat|dai|come|nervous|india|cricket|team|go|second|posit|icc|on|dai|intern|rank|england|risen|plu|eight|point|order|ascend|number|on|posit|entir|rumpu|endur|anywai|england|straight|enough|reach|top|first|place|report|said|date|rank|appear|yearli|updat|chang|brought|remov|2014|15|seri|result|fifti|percent|weight|averag|obtain|result|2015|16|2016|17|seri|includ|follow|year|updat|india|sadli|lost|on|point|make|second|place|122|point|england|reach|top|statu|gap|long|five|year|among|intern|cricket|council|full|ten|member|countri|india|time|look|forward|improv|reduc|point|forthcom|on|dai|intern|match|month|juli|england|experienc|peak|posit|utterli|normal|achiev|imposs|aim|futur|cricket|team|clear|option|show|excel|perform|english|team|sure|enhanc|stand|icc|rank|opportun|popular|game|cricket|provid|specif|chosen|player|mani|three|on|dai|match|plai|50|format|england,SPORTS
mumbai|man|prai|singl|buttock|next|birth|enabl|sit|comfort|fourth|passeng|seat|meant|three|local|train,peopl|prai|wealth|health|job|relationship|hiren|desai|someth|even|god|would|shock|hear|30|year|old|busi|man|mira|road|regularli|commut|local|train|ask|singl|buttock|next|birth|prayer|reason|uniqu|request|enabl|sit|fourth|passeng|local|train|seat|meant|three|speak|fake|new|hiren|said|travel|train|sinc|last|ten|year|seat|alreadi|taken|enter|compart|leav|uncomfort|fourth|seat|on|buttock|left|hang|without|support|end|dai|left|on|sore|butt|prayer|almighti|give|on|buttock|hiren|request|struck|chord|mani|passeng|brave|heavi|rush|local|train|year|citi|base|cosmet|surgeon|even|offer|surgic|remov|on|hiren|buttock|free|charg|wait|next|birth|help|man|life|said|doctor|new|went|viral|social|media|railwai|minist|piyush|goyal|assur|set|special|committe|studi|find|solut|problem|committe|head|retir|iit|professor|report|expect|tabl|year|tv|person|ekta|kapoor|move|hiren|plight|produc|tv|show|titl|agl|janam|mohe|ek|buttock|hi|dijo|revolv|around|local|train|travel|tusshar|kapoor|plai|protagonist|seri,SPORTS
woman|shift|delhi|mumbai|gain|5kg|5|dai|run|due|ev|teas,mumbai|compar|mumbai|kolkata|citizen|sharpli|react|incid|molest|ev|teas|reaction|total|lack|miss|part|citizen|delhi|vital|role|plai|prevent|harass|women|travel|citi|live|exampl|come|notic|yesterdai|woman|shift|delhi|mumbai|dai|back|due|work|commit|found|gain|5|kg|5|dai|without|even|chang|dietari|habit|weather|condit|priyanka|ranaut|work|mnc|shift|mumbai|5|dai|back|5|dai|never|ran|awai|due|ev|teaser|harass|quit|common|delhi|scenario|creat|havoc|person|life|gain|5|kg|5|dai|stop|situat|continu|might|gain|lot|weight|fatal|health|mani|gym|across|citi|sent|brochur|lose|weight|30|dai|challeng|cashback|offer|maharashtra|govern|us|new|boast|good|law|order|situat|mumbai|promis|deal|issu|priyanka|face|govern|subsid|gym|expenditur|everi|month|women,SPORTS
try|fit|delhi|cultur|brandish|gun|sai|ex|bsp|mp|son|accus,putt|across|side|stori|ex|bsp|mp|son|ashish|pandei|admitt|brandish|gun|seen|video|done|fit|typical|delhi|cultur|elaborat|typical|delhi|cultur|said|delhi|thing|know|tu|jaanta|hai|mera|baap|kaun|hai|work|whip|gun|done|scare|tactic|actual|shoot|someon|lucknow|even|fight|done|tehzeeb|would|treat|like|outcast|tri|delhi|carri|gun|basebal|bat|car|show|part|delhi|high|societi|add|south|delhi|businessman|sk|khurana|though|hesit|initi|agre|thing|common|delhi|media|overreact|arnab|behav|like|rabid|mongrel|issu|brandish|weapon|would|nation|crisi|said|rememb|argument|man|cut|traffic|talk|like|gentlemen|sort|issu|bystander|got|restless|ask|go|start|fight|happi|polit|want|hear|cuss|word|recollect|senior|bureaucrat|comment|incid|said|peopl|come|outsid|respect|cultur|delhi|pleas|liber|flaunt|polit|connect|invest|gun|afford|especi|high|societi|type|carri|basebal|bat|car|start|road|rage|without|provoc|fact|car|dealer|give|basebal|bat|standard|accessori|suggest,SPORTS
colleg|withhold|mechan|engin|degre|relationship|girl,mumbai|10|reason|fall|love|mechan|engin|know|smart|girl|prefer|date|mechan|engin|mechan|engin|best|peopl|date|good|sens|logic|better|salari|better|commun|extra|technic|knowledg|almost|everyth|make|mechan|engin|perfect|gui|date|enough|joke|let|come|straight|new|colleg|mumbai|actual|withold|amechan|engin|degre|date|girl|tradit|mechan|batch|new|start|sanil|malik|4th|year|student|enim|engin|colleg|date|girl|last|2|year|hideout|embarrass|tell|fellow|batchmat|mechan|engin|bhisma|pitamah|current|gener|even|talk|girl|tradit|parampara|call|act|caught|2|dai|convoc|speak|truth|roam|girl|caught|cctv|camera|colleg|never|allow|student|mechan|batch|fall|love|girl|sanil|latest|victim|tradit|face|sanil|told|spend|on|full|year|colleg|live|singl|life|without|relationship|part|punish,SPORTS
even|110|inch|tv|person|unabl|read|warn|displai|advertis,bengaluru|vinod|da|got|numer|award|like|microsoft|googl|appl|person|earth|read|term|condit|instal|softwar|alwai|want|inform|person|know|risk|take|happi|tv|struggl|read|disclaim|warn|displai|bottom|thought|84|inch|tv|root|caus|upgrad|110|inch|tv|thought|new|ultra|hdtv|abl|read|written|salman|khan|jump|get|tast|thunder|kuch|nahin|padh|paya|mein|haan|salman|ka|chaddi|ka|brand|pata|chal|gaya|mere|ko|said|mr|vinod|talk|on|friend|full|wast|retir|monei|much|monei|could|afford|two|month|petrol|add|accord|brand|cheat|us|year|like|sikhar|dhawan|rohit|sharma|attack|minnow|flat|carrom|board|kind|pitch|keep|place|team|secur|year|compani|get|awai|us|font|size|1|advertis|earlier|mani|place|put|star|mention|somewher|condit|appli|star|would|mention|anyth|condit|appli|said|vinod|on|regul|slow|bullet|train|less|speed|bullock|cart|understand|mutual|fund|invest|riski|other|cannot|question|vinod|friend|till|done|mani|would|think|drink|orang|juic|without|know|drink|orang|color|chemic|said|mr|vinod,TECHNOLOGY
techi|us|pm|modi|name|declar|global|variabl|variabl|global|scope,bengaluru|techi|prem|chander|us|pm|modi|name|declar|global|variabl|softwar|program|make|softwar|code|complaint|code|guidelin|organ|recommend|start|us|pm|modi|name|found|variabl|access|function|countri|world|restrict|local|function|like|india|said|prem|work|tc|tara|consult|servic|past|seven|year|prem|bad|habit|us|arbitrari|name|name|variabl|function|get|noncompli|report|softwar|qualiti|assur|sqa|person|stop|modul|lead|boss|sqa|sqa|assist|busi|manag|divis|director|basic|close|twenti|odd|peopl|spend|entir|dai|stock|market|trade|sitt|insid|cozi|cubicl|call|give|ear|neglig|toward|compani|qualiti|polici|teach|lesson|gave|bad|rate|told|attend|two|code|guidelin|train|everi|month|add|prem|sai|lot|respect|pm|modi|declar|top|program|everyth|els|come|prem|told|us|keep|rahul|ji|name|code|function|name|afraid|might|work|keep|funni|comment|comment|section|someon|review|code|get|bore|prem|thought|new|code|would|meet|code|guidelin|surpris|got|anoth|noncompli|sqa|sqa|point|issu|modi|ji|name|global|variabl|us|rajnath|singh|ji|name|local|variabl|name|home|function|got|minor|nc,TECHNOLOGY
facebook|crack|fake|new|block|profil|fresher|claim|got|3|lakh|packag,new|delhi|facebook|compani|known|maintain|highest|level|corpor|ethic|decid|crack|peopl|spread|fake|new|platform|come|hard|fresher|facebook|block|profil|claim|got|3|lakh|packag|start|salari|enough|warn|whatev|sai|fake|new|propag|listen|us|sorri|option|said|anshuman|jha|work|director|facebook|india|mr|jha|add|fresher|forget|ai|track|fake|new|immedi|fresher|salari|3|lakh|per|annum|obviou|know|on|believ|sai|differ|figur|facebook|close|door|fresher|belong|activ|user|pool|platform|fresher|submit|salari|proof|attest|compani|unblock|3|dai|singl|person|upload|detail|imagin|happen|platform|said|mr|jha|mani|fresher|join|organ|last|2|week|verg|gett|promot|bench|livid|facebook|on|fresher|manish|gupta|told|us|manag|mandatori|six|hour|offic|without|access|facebook|compani|also|made|altern|arrang|yesterdai|tri|kill|time|send|good|morn|even|messag|nice|pictur|sixti|whatsapp|group|member|thirti|remov|check|admin|tell|spam|messag|allow|group|anymore|said|manish|sad|face,TECHNOLOGY
due|instagram|crash|compani|deliv|project|three|dai|advanc,bengaluru|android|phone|user|instagram|crash|affect|mani|on|project|team|compani|teenlakhia|consult|servic|tc|deliv|beta|releas|three|dai|ahead|schedul|deliveri|date|on|happi|client|side|project|manag|call|todai|show|displeasur|ask|deliv|project|ahead|time|team|test|said|pradeep|kombettu|project|manag|tc|pradeep|add|take|blame|team|known|work|sixti|dai|done|ten|dai|even|gave|deliveri|date|march|end|custom|team|readi|test|softwar|packag|mai|end|yesterdai|mishap|went|check|list|guess|correct|activ|user|instagram|spent|hour|ogl|alia|bhat|katrina|kaif|post|spent|time|project|work|instagram|downtim|code|review|made|mandatori|checklist|review|verifi|singl|line|code|least|ten|line|social|media|messag|assum|prepar|project|plan|bill|custom|deliv|like|ahead|time|compani|would|lose|busi|ultim|would|affect|us|said|pradeep|ask|apolog|client|take|step|avoid|futur|pradeep|add|social|media|time|risk|item|work|mitig|plan|keep|team|engag|somewher|els|till|social|media|servic|restor|back|on|project|member|suha|check|maximum|line|code|said|would|given|proper|hike|two|percent|got|could|switch|iphon|expect|us|us|cheap|android|phone|let|readi|disast|cannot|help,TECHNOLOGY
person|book|2|cab|reach|locat|driver|origin|book|cab|wait,great|technolog|come|great|burden|know|said|realiti|onlin|taxi|applic|made|life|easi|time|given|us|lot|headach|ever|got|taxi|exact|locat|want|without|driver|call|even|ye|lucki|belong|major|driver|find|hard|come|exact|locat|even|help|googl|map|sophisticat|locat|track|technolog|sanil|jain|entrepreneur|mumbai|made|uber|taxi|offic|save|cost|rent|offic|space|regularli|book|10|12|uber|dai|work|insid|taxi|time|spend|15|20|minut|call|driver|explain|exact|locat|come|150|200|minut|per|dai|huge|amount|time|entrepreneur|life|happen|todai|histor|sanil|book|two|cab|reach|locat|origin|book|cab|total|time|took|reach|origin|book|cab|15|15|15|45|minut|histor|occas|mani|peopl|start|us|success|stori|even|uber|soon|start|shuttl|servic|make|reach|origin|book|uber|also|save|cost|develop|technolog|would|help|person|reach|easili|locat|origin|cab|wait|also|revenu|earn|shuttl|servic|add|total|revenu|compani,TECHNOLOGY
brain|fade|moment|techi|start|solv|null|pointer|except|issu|without|check|googl,bengaluru|steve|smith|brain|fade|moment|time|time|us|also|brain|fade|moment|situat|like|colleagu|techi|prakash|nimbalkar|notic|dai|prakash|try|solv|null|pointer|except|problem|face|without|look|help|alreadi|avail|googl|seen|prakash|brain|fade|moment|time|time|yesterdai|went|desk|ask|go|lunch|deep|thought|try|solv|issu|mani|solut|alreadi|avail|googl|said|manjunath|offic|colleagu|prakash|manjunath|add|shook|came|first|time|brain|fade|moment|last|month|wrote|code|none|review|understood|end|code|review|realiz|written|fresh|code|on|habituat|review|lift|familiar|websit|complain|manag|tell|person|like|prakash|wast|time|try|creativ|need|process|also|spoil|time|prakash|manger|assign|senior|lead|consid|veteran|code|lifter|googl|mentor|teach|trick|search|copi|code|itna|agar|soch|ke|kaam|karega|toh|break|kab|lega|never|seen|go|chai|sutta|break|comment|social|media|team|member|put|10|comment|line|code|copi|realli|worri|gui|call|prakash|complet|misfit|team|said|prakash|manag|suggest|join|scientif|lab,TECHNOLOGY
leak|data|compani|show|ex|visit|profil|indian|zuckerberg,new|delhi|social|media|giant|facebook|lot|fire|dai|data|leak|issu|appar|data|50|million|profil|leak|data|analyt|firm|cambridg|analytica|us|data|run|polit|campaign|us|uk|past|2|year|issu|also|gett|lot|attent|india|well|allegedli|work|indian|polit|parti|well|howev|averag|indian|parti|anoth|concern|come|facebook|data|sever|indian|youngster|request|facebook|avoid|show|ex|visit|profil|visit|facebook|profil|ex|hope|gett|uglier|time|favourit|timepass|among|indian|youth|activ|almost|automat|happen|4|peg|facebook|data|prove|privat|on|hope|youngster|worri|ex|abl|see|profil|visit|on|dai|speak|condit|anonym|fb|user|delhi|said|fine|share|data|data|analyt|compani|target|us|polit|messag|joke|sinc|social|media|gener|vote|first|place|real|worri|data|start|gett|leak|individu|priya|start|gett|notif|everi|time|visit|profil|hope|lost|hair|put|100|kg|anoth|user|mumbai|said|regularli|visit|ex|profil|check|still|singl|make|sure|still|chanc|come|know|twice|dai|profil|visit|chanc|gone|think|creepi|stalker|definit|meanwhil|facebook|refus|comment|issu|per|sourc|plann|leak|real|gender|million|femal|profil|facebook,TECHNOLOGY
